seq,timestamp_ms,px_m,py_m,d1_m,d2_m,anchor1_id,anchor2_id,valid,reason_code
116,-576451239381,2.506949703416046,2.7194669466506136,3.4547826823994474,3.594365125308605,1,2,1,
117,-576451239279,2.47461607215073,2.72009822151407,3.4758823540019943,3.573265453706058,1,2,1,
118,-576451239074,2.4130588372518442,2.7457373708880803,3.5351237396552992,3.5520756125667474,1,2,1,
119,-576451239035,2.4131213081203673,2.7679821570456147,3.5520756125667474,3.5690274854781956,1,2,1,
120,-576451238905,2.4066151499242143,2.8066260544685484,3.5858891888528808,3.594365125308605,1,2,1,
121,-576451238774,2.380061767978728,2.8450558961872523,3.6324166698226,3.607079029992191,1,2,1,
122,-576451238642,2.420031606032203,2.866974282400972,3.6240309029036393,3.6493685427340483,1,2,1,
123,-576451238511,2.3932366479089704,2.910589286644658,3.674796352101221,3.6663204156454965,1,2,1,
124,-576451238357,2.403430398338585,2.9781426084305593,3.72132383307094,3.725561801298802,1,2,1,
125,-576451238152,2.4276963050793183,3.034272530368707,3.750899441129211,3.784713017415344,1,2,1,
126,-576451238050,2.4840036383551674,3.08157006983672,3.7551374093570735,3.8566683077522357,1,2,1,
127,-576451237948,2.4594259538335352,3.0792790344177865,3.767851314040659,3.8397164348407875,1,2,1,
128,-576451237845,2.4316400960996054,3.1060497239298117,3.805902858554654,3.843954403068649,1,2,1,
129,-576451237723,2.5024199991379676,3.1262502357316007,3.780565218724245,3.9031957887219546,1,2,1,
130,-576451237538,2.438945083912404,3.1377611951844573,3.827092699693964,3.873620180663684,1,2,1,
131,-576451237466,2.435222434888361,3.1139771050844933,3.8101408267825163,3.8524303395243735,1,2,1,
132,-576451237333,2.4210567334713557,3.1034555355954847,3.8101408267825163,3.835478466612925,1,2,1,
133,-576451237195,2.4069844060652827,3.1141015025653194,3.827092699693964,3.835478466612925,1,2,1,
134,-576451237026,2.3859276725939265,3.0982302727294524,3.827092699693964,3.8101408267825163,1,2,1,
135,-576451236946,2.3930155939347175,3.1141015025653194,3.835478466612925,3.827092699693964,1,2,1,
136,-576451236816,2.364933409991093,3.0927551804369022,3.835478466612925,3.793188953871068,1,2,1,
