seq,timestamp_ms,px_m,py_m,d1_m,d2_m,anchor1_id,anchor2_id,valid,reason_code
25,-576450999032,1.888151481371144,2.689582986819168,3.8566683077522357,3.188241531727955,1,2,1,
26,-576450998899,1.8557612760037023,2.68592297001344,3.8778581488915456,3.1671418601254073,1,2,1,
27,-576450998745,1.8246596337546142,2.6456407845240832,3.873620180663684,3.1163764109278262,1,2,1,
28,-576450998639,1.8331690133916765,2.6297617196638217,3.8566683077522357,3.107900474472102,1,2,1,
29,-576450998438,1.7918000413984783,2.6469684416222985,3.8989578204940925,3.0994245380163785,1,2,1,
30,-576450998335,1.7731880540382834,2.5680089564730086,3.8609062759800974,3.0232312794516245,1,2,1,
31,-576450998233,1.759433968310124,2.519107878011429,3.8397164348407875,2.9749310594431573,1,2,1,
32,-576450998028,1.75603382932638,2.455352183002049,3.8016648903267924,2.9203025816079595,1,2,1,
33,-576450997925,1.7139957449925167,2.4234498479854234,3.8143787950103785,2.870234562846037,1,2,1,
34,-576450997823,1.7104094747399836,2.3984046562760346,3.8016648903267924,2.8475292985237695,1,2,1,
35,-576450997822,1.7104094747399836,2.3984046562760346,-1.0,-1.0,1,2,0,1
36,-576450997721,1.7104094747399836,2.3984046562760346,-1.0,-1.0,1,2,0,1
37,-576450997657,1.7104094747399836,2.3984046562760346,-1.0,-1.0,1,2,0,1
38,-576450997516,1.6978850663478595,2.312787916428465,3.759375377584935,2.7700985253221915,1,2,1,
39,-576450997357,1.759523404143716,2.267978338733594,3.6831821190201817,2.7700985253221915,1,2,1,
40,-576450997284,1.745814189112279,2.221334056502735,3.6663204156454965,2.7245909656335447,1,2,1,
41,-576450997154,1.7424344652814052,2.223891661805554,3.6705583838733586,2.7245909656335447,1,2,1,
42,-576450996972,1.776524010288128,2.162890736925976,3.607079029992191,2.6972282111938886,1,2,1,
43,-576450996834,1.7712424794948762,2.1844740268471865,3.6240309029036393,2.710909588413717,1,2,1,
44,-576450996696,1.7784290353084908,2.114692188249965,3.57750342193392,2.660841569651794,1,2,1,
45,-576450996594,1.834483077244799,2.12747299973626,3.539361707883162,2.706349129340441,1,2,1,
46,-576450996492,1.907571596341183,2.11283407790816,3.471734555310895,2.742735770882536,1,2,1,
47,-576450996287,1.9240331778802697,2.092312020634384,3.4463067459437235,2.738272342853372,1,2,1,
48,-576450996185,1.940233808536826,2.071563799002785,3.420969106113314,2.7337118837800967,1,2,1,
49,-576450996082,2.004345160583181,2.0867404060351755,3.3785894238346943,2.7883403616152953,1,2,1,
50,-576450995890,2.014391420690454,2.120856060849745,3.39130332851828,2.820166544084114,1,2,1,
51,-576450995844,2.059677898201242,2.1033447516423496,3.344775847548561,2.8384083803772175,1,2,1,
52,-576450995669,2.1538984889693498,2.113123766205835,3.277058525439531,2.9111816634614076,1,2,1,
53,-576450995570,2.1770359202199177,2.147989259146331,3.2812964936673934,2.9522257951208903,1,2,1,
54,-576450995457,2.2009669820744566,2.130510200221215,3.2517208856091218,2.9567862541941663,1,2,1,
55,-576450995263,2.2335220320765896,2.129772450907826,3.2262930762419497,2.9794915185164337,1,2,1,
56,-576450995160,2.256752028994056,2.150518619592555,3.222055108014088,3.010607544304802,1,2,1,
57,-576450995068,2.338828435399257,2.223779790978271,3.209431372867265,3.1205242096189254,1,2,1,
58,-576450994936,2.379705334414696,2.2117841624391867,3.171289658816507,3.1417140507582353,1,2,1,
59,-576450994751,2.402931462120035,2.248723578160511,3.179765595272231,3.1840035635000925,1,2,1,
60,-576450994649,2.4117961282072296,2.276218407692901,3.192479499955817,3.209431372867265,1,2,1,
61,-576450994444,2.432440449663253,2.285185088098499,3.1840035635000925,3.230531044469812,1,2,1,
62,-576450994341,2.4209022873992074,2.3335675225892873,3.2262930762419497,3.2559588538369844,1,2,1,
63,-576450994239,2.4180742284945547,2.390306897745197,3.26867275852057,3.294010398350979,1,2,1,
64,-576450994137,2.4575683737911547,2.410671188382194,3.2559588538369844,3.3362999110928366,1,2,1,
65,-576450993932,2.43372459506746,2.4638075629016294,3.3109622712624276,3.3574897522321465,1,2,1,
66,-576450993889,2.471237136275752,2.5099362008277337,3.319438207718152,3.416731137885452,1,2,1,
67,-576450993727,2.4844889555567367,2.5558005272355806,3.344775847548561,3.459020650627309,1,2,1,
68,-576450993625,2.4944663684354116,2.5870917733788743,3.3617277204600087,3.4885962586855808,1,2,1,
69,-576450993501,2.4600802615923985,2.6075884375792757,3.399779264974004,3.480120322229857,1,2,1,
70,-576450993356,2.4706577295752603,2.6781292259770413,3.4463067459437235,3.539361707883162,1,2,1,
71,-576450993215,2.4225119091392364,2.6757962858626025,3.4758823540019943,3.5055481315970285,1,2,1,
72,-576450993073,2.459115738884856,2.77866122103041,3.530885771427438,3.607079029992191,1,2,1,
73,-576450992907,2.3836666923619876,2.7485118663572567,3.55631358079461,3.5351237396552992,1,2,1,
74,-576450992834,2.263743799919427,2.7214964800604076,3.615554966447915,3.4378308094879992,1,2,1,
75,-576450992703,2.2467449219497198,2.7460186251619825,3.6451305745061857,3.4463067459437235,1,2,1,
76,-576450992498,2.1485839403781766,2.7473163689311417,3.712847896615216,3.3870653602904177,1,2,1,
77,-576450992396,2.3558319912605623,2.940177748406553,3.72132383307094,3.6663204156454965,1,2,1,
78,-576450992293,2.311006292101891,2.9746122078772794,3.776327250496383,3.6663204156454965,1,2,1,
79,-576450992191,2.2667390907090605,2.9654232241646126,3.7974269220989303,3.6324166698226,1,2,1,
81,-576450991887,2.037230482962226,2.7455162902013854,3.788950985643206,3.319438207718152,1,2,1,
82,-576450991841,2.037230482962226,2.7455162902013854,-1.0,-1.0,1,2,0,1
83,-576450991679,2.1548497140517324,2.879683125491605,3.805902858554654,3.497072195141305,1,2,1,
84,-576450991577,2.1321486633287807,2.864837940747351,3.8101408267825163,3.471734555310895,1,2,1,
85,-576450991468,2.1340193003200065,2.8320488265059125,3.784713017415344,3.4463067459437235,1,2,1,
